"Municipality","Age","2011 Natives Males","2011 Natives Females","2011 Immigrants Males","2011 Immigrants Females","2021 Natives Males","2021 Natives Females","2021 Immigrants Males","2021 Immigrants Females"
"Gardabaer","106 years",..,..,..,..,..,..,..,..
"Gardabaer","107 years",..,..,..,..,..,..,..,..
"Gardabaer","108 years",..,..,..,..,..,..,..,..
"Hafnarfjardarkaupstadur","In 1st year",244,227,..,1,274,237,1,..
"Hafnarfjardarkaupstadur","1 years",296,225,..,1,243,235,2,1
"Hafnarfjardarkaupstadur","2 years",289,275,1,..,244,196,8,1
"Hafnarfjardarkaupstadur","3 years",267,237,1,4,221,205,6,3
"Hafnarfjardarkaupstadur","4 years",244,235,9,4,230,225,4,6
"Hafnarfjardarkaupstadur","5 years",223,207,5,3,235,211,3,12
"Hafnarfjardarkaupstadur","6 years",221,218,9,4,237,221,7,10
"Hafnarfjardarkaupstadur","7 years",251,226,4,4,248,240,8,7
"Hafnarfjardarkaupstadur","8 years",224,220,4,5,273,212,12,6
"Hafnarfjardarkaupstadur","9 years",195,180,5,8,230,260,8,13
"Hafnarfjardarkaupstadur","10 years",221,208,5,4,278,254,9,12
"Hafnarfjardarkaupstadur","11 years",198,211,4,7,289,255,11,9
"Hafnarfjardarkaupstadur","12 years",190,208,11,11,293,221,10,10
"Hafnarfjardarkaupstadur","13 years",212,192,5,2,250,217,15,7
"Hafnarfjardarkaupstadur","14 years",215,185,9,9,255,226,9,9
"Hafnarfjardarkaupstadur","15 years",221,182,9,3,227,227,6,12
"Hafnarfjardarkaupstadur","16 years",202,192,6,8,269,249,16,12
"Hafnarfjardarkaupstadur","17 years",218,191,14,4,241,214,6,6
"Hafnarfjardarkaupstadur","18 years",235,216,8,3,205,193,15,18
"Hafnarfjardarkaupstadur","19 years",195,212,7,5,227,216,12,7
"Hafnarfjardarkaupstadur","20 years",208,195,10,12,222,199,16,21
"Hafnarfjardarkaupstadur","21 years",193,209,12,15,184,212,24,32
"Hafnarfjardarkaupstadur","22 years",175,185,11,9,225,176,37,33
"Hafnarfjardarkaupstadur","23 years",198,165,14,32,211,193,40,37
"Hafnarfjardarkaupstadur","24 years",163,160,21,30,197,188,47,33
"Hafnarfjardarkaupstadur","25 years",140,160,22,31,194,193,44,57
"Hafnarfjardarkaupstadur","26 years",161,167,31,39,223,188,47,41
"Hafnarfjardarkaupstadur","27 years",166,158,24,32,217,194,70,58
"Hafnarfjardarkaupstadur","28 years",180,189,31,38,217,204,65,48
"Hafnarfjardarkaupstadur","29 years",186,169,36,41,199,177,73,41
"Hafnarfjardarkaupstadur","30 years",173,179,28,43,224,215,79,55
"Hafnarfjardarkaupstadur","31 years",206,196,35,33,183,187,63,60
"Hafnarfjardarkaupstadur","32 years",202,203,42,50,224,195,52,45
"Hafnarfjardarkaupstadur","33 years",186,184,44,40,205,181,61,64
"Hafnarfjardarkaupstadur","34 years",178,169,40,32,174,202,57,60
"Hafnarfjardarkaupstadur","35 years",187,190,23,31,164,184,67,50
"Hafnarfjardarkaupstadur","36 years",185,202,28,23,187,194,62,49
"Hafnarfjardarkaupstadur","37 years",195,192,26,20,207,219,74,54
"Hafnarfjardarkaupstadur","38 years",223,195,28,23,206,193,69,59
"Hafnarfjardarkaupstadur","39 years",207,226,19,23,203,183,69,56
"Hafnarfjardarkaupstadur","40 years",190,204,17,17,203,211,61,58
"Hafnarfjardarkaupstadur","41 years",172,159,24,26,228,224,71,62
"Hafnarfjardarkaupstadur","42 years",205,191,29,24,205,192,57,49
"Hafnarfjardarkaupstadur","43 years",164,163,20,11,189,185,66,54
"Hafnarfjardarkaupstadur","44 years",178,166,15,15,205,183,63,44
"Hafnarfjardarkaupstadur","45 years",189,221,18,20,203,196,65,40
"Hafnarfjardarkaupstadur","46 years",184,190,6,17,215,214,51,37
"Hafnarfjardarkaupstadur","47 years",174,202,19,20,237,217,60,42
"Hafnarfjardarkaupstadur","48 years",205,191,11,21,209,235,38,27
"Hafnarfjardarkaupstadur","49 years",161,180,20,18,183,222,43,37
"Hafnarfjardarkaupstadur","50 years",190,186,15,13,186,154,55,36
"Hafnarfjardarkaupstadur","51 years",171,184,14,18,191,200,45,41
"Hafnarfjardarkaupstadur","52 years",190,191,8,21,190,157,41,22
"Hafnarfjardarkaupstadur","53 years",162,190,12,12,190,190,34,27
"Hafnarfjardarkaupstadur","54 years",210,164,12,11,194,244,35,28
"Hafnarfjardarkaupstadur","55 years",162,168,18,8,186,221,28,24
"Hafnarfjardarkaupstadur","56 years",151,167,7,10,197,209,28,26
"Hafnarfjardarkaupstadur","57 years",158,199,7,10,193,201,20,30
"Hafnarfjardarkaupstadur","58 years",157,179,11,4,183,184,31,21
"Hafnarfjardarkaupstadur","59 years",169,152,4,7,179,193,22,11
"Hafnarfjardarkaupstadur","60 years",139,160,2,9,174,205,15,25
"Hafnarfjardarkaupstadur","61 years",148,140,2,5,212,198,19,20
"Hafnarfjardarkaupstadur","62 years",152,147,9,7,171,217,11,8
"Hafnarfjardarkaupstadur","63 years",140,180,3,4,223,187,17,18
"Hafnarfjardarkaupstadur","64 years",140,138,4,2,171,197,17,16
"Hafnarfjardarkaupstadur","65 years",126,120,3,2,183,186,5,14
"Hafnarfjardarkaupstadur","66 years",129,137,2,4,174,212,10,5
"Hafnarfjardarkaupstadur","67 years",116,101,1,3,168,195,9,5
"Hafnarfjardarkaupstadur","68 years",101,133,..,3,171,164,6,9
"Hafnarfjardarkaupstadur","69 years",93,100,1,4,151,171,4,10
"Hafnarfjardarkaupstadur","70 years",90,84,3,2,159,156,3,4
"Hafnarfjardarkaupstadur","71 years",66,95,3,4,170,173,7,7
"Hafnarfjardarkaupstadur","72 years",72,101,2,3,145,194,5,5
"Hafnarfjardarkaupstadur","73 years",66,86,4,1,135,149,3,1
"Hafnarfjardarkaupstadur","74 years",81,91,1,3,122,125,2,4
"Hafnarfjardarkaupstadur","75 years",68,113,..,2,115,152,3,1
"Hafnarfjardarkaupstadur","76 years",78,94,..,5,117,108,2,2
"Hafnarfjardarkaupstadur","77 years",75,69,..,2,88,127,1,2
"Hafnarfjardarkaupstadur","78 years",63,62,..,2,86,90,..,4
"Hafnarfjardarkaupstadur","79 years",67,81,..,2,78,82,1,4
"Hafnarfjardarkaupstadur","80 years",63,73,1,1,57,87,2,5
"Hafnarfjardarkaupstadur","81 years",55,83,..,..,59,84,2,3
"Hafnarfjardarkaupstadur","82 years",48,61,..,2,47,69,3,2
"Hafnarfjardarkaupstadur","83 years",46,73,1,3,55,63,..,2
"Hafnarfjardarkaupstadur","84 years",32,57,..,1,52,69,..,4
"Hafnarfjardarkaupstadur","85 years",43,50,1,1,48,65,..,6
"Hafnarfjardarkaupstadur","86 years",31,34,1,..,48,43,..,1
"Hafnarfjardarkaupstadur","87 years",16,24,..,2,36,48,1,2
"Hafnarfjardarkaupstadur","88 years",17,39,..,..,36,38,..,..
"Hafnarfjardarkaupstadur","89 years",17,14,1,1,27,31,..,1
"Hafnarfjardarkaupstadur","90 years",12,16,..,..,21,38,..,1
"Hafnarfjardarkaupstadur","91 years",4,15,..,..,18,25,..,..
"Hafnarfjardarkaupstadur","92 years",5,10,..,1,11,26,..,1
"Hafnarfjardarkaupstadur","93 years",6,10,..,..,4,17,..,1
"Hafnarfjardarkaupstadur","94 years",3,6,..,..,7,9,..,2
"Hafnarfjardarkaupstadur","95 years",3,4,..,..,6,5,..,..
"Hafnarfjardarkaupstadur","96 years",2,1,..,..,2,7,..,..
"Hafnarfjardarkaupstadur","97 years",..,2,..,..,1,5,..,..
"Hafnarfjardarkaupstadur","98 years",1,2,..,..,2,1,..,..
"Hafnarfjardarkaupstadur","99 years",1,1,..,..,..,..,..,..
"Hafnarfjardarkaupstadur","100 years",..,1,..,..,..,2,..,..
"Hafnarfjardarkaupstadur","101 years",..,1,..,..,..,..,..,..
"Hafnarfjardarkaupstadur","102 years",..,..,..,..,..,..,..,..
"Hafnarfjardarkaupstadur","103 years",1,..,..,..,..,1,..,..
"Hafnarfjardarkaupstadur","104 years",..,..,..,..,..,..,..,..
"Hafnarfjardarkaupstadur","105 years",..,..,..,..,..,..,..,..
"Hafnarfjardarkaupstadur","106 years",..,..,..,..,..,..,..,..
"Hafnarfjardarkaupstadur","107 years",..,..,..,..,..,..,..,..
"Hafnarfjardarkaupstadur","108 years",..,..,..,..,..,..,..,..
"Mosfellsbaer","In 1st year",79,65,..,..,74,101,..,..
"Mosfellsbaer","1 years",86,59,1,..,99,80,..,..
"Mosfellsbaer","2 years",78,70,1,..,97,80,2,..
"Mosfellsbaer","3 years",71,68,..,..,82,87,..,1
"Mosfellsbaer","4 years",87,68,1,..,76,84,3,3
"Mosfellsbaer","5 years",80,64,1,2,78,72,3,2
"Mosfellsbaer","6 years",78,55,3,..,95,95,..,1
"Mosfellsbaer","7 years",74,67,2,2,87,68,4,..
"Mosfellsbaer","8 years",78,70,1,..,98,80,3,4
"Mosfellsbaer","9 years",88,72,..,2,111,86,1,..
"Mosfellsbaer","10 years",77,63,..,..,103,94,2,2
"Mosfellsbaer","11 years",84,69,..,..,105,98,3,2
"Mosfellsbaer","12 years",67,65,1,2,87,94,3,..
"Mosfellsbaer","13 years",71,68,1,..,102,96,5,2
"Mosfellsbaer","14 years",67,76,..,..,97,81,3,5
"Mosfellsbaer","15 years",71,72,..,..,91,77,5,..
"Mosfellsbaer","16 years",78,49,1,1,83,87,1,2
"Mosfellsbaer","17 years",77,66,1,1,89,77,7,3
"Mosfellsbaer","18 years",70,72,1,1,110,75,3,3
"Mosfellsbaer","19 years",78,63,1,2,84,73,1,9
"Mosfellsbaer","20 years",59,72,1,2,87,84,4,3
"Mosfellsbaer","21 years",67,50,2,4,72,66,6,9
"Mosfellsbaer","22 years",54,52,2,3,71,66,7,13
"Mosfellsbaer","23 years",56,47,2,3,68,58,6,10
"Mosfellsbaer","24 years",52,25,4,5,81,67,10,11
"Mosfellsbaer","25 years",34,37,6,5,55,45,19,11
"Mosfellsbaer","26 years",37,39,1,3,58,60,13,11
"Mosfellsbaer","27 years",36,37,5,5,63,66,21,16
"Mosfellsbaer","28 years",40,54,7,5,67,82,19,10
"Mosfellsbaer","29 years",36,37,9,3,66,80,21,10
"Mosfellsbaer","30 years",51,47,7,10,72,79,13,6
"Mosfellsbaer","31 years",48,49,4,8,66,90,19,10
"Mosfellsbaer","32 years",40,59,6,6,96,87,18,14
"Mosfellsbaer","33 years",52,53,10,6,74,57,19,8
"Mosfellsbaer","34 years",57,56,4,9,55,68,15,8
"Mosfellsbaer","35 years",49,68,6,4,73,61,19,11
"Mosfellsbaer","36 years",65,69,3,4,61,66,21,12
"Mosfellsbaer","37 years",61,64,9,4,81,83,17,10
"Mosfellsbaer","38 years",67,74,4,3,73,65,30,11
"Mosfellsbaer","39 years",79,80,7,3,68,69,18,10
"Mosfellsbaer","40 years",67,52,7,2,84,83,19,12
"Mosfellsbaer","41 years",48,50,3,2,58,85,19,12
"Mosfellsbaer","42 years",56,59,2,6,75,78,24,14
"Mosfellsbaer","43 years",59,66,6,8,72,66,13,15
"Mosfellsbaer","44 years",79,71,2,7,68,90,23,10
"Mosfellsbaer","45 years",56,62,2,6,91,81,13,13
"Mosfellsbaer","46 years",70,75,3,4,79,58,14,6
"Mosfellsbaer","47 years",62,68,3,3,73,79,11,7
"Mosfellsbaer","48 years",51,61,3,4,84,93,20,8
"Mosfellsbaer","49 years",65,46,5,3,90,61,14,8
"Mosfellsbaer","50 years",44,51,8,4,49,58,12,5
"Mosfellsbaer","51 years",56,55,1,3,63,65,14,9
"Mosfellsbaer","52 years",66,53,5,2,70,77,12,11
"Mosfellsbaer","53 years",54,43,..,2,71,75,5,6
"Mosfellsbaer","54 years",45,48,2,1,63,74,7,7
"Mosfellsbaer","55 years",55,52,2,2,74,74,5,6
"Mosfellsbaer","56 years",51,57,3,3,64,85,6,6
"Mosfellsbaer","57 years",36,36,..,3,56,66,3,2
"Mosfellsbaer","58 years",37,35,..,1,74,57,..,3
"Mosfellsbaer","59 years",40,44,4,2,50,62,9,2
"Mosfellsbaer","60 years",44,44,1,3,66,62,3,8
"Mosfellsbaer","61 years",46,51,2,2,69,56,8,2
"Mosfellsbaer","62 years",44,45,5,2,65,59,5,5
"Mosfellsbaer","63 years",28,40,..,..,61,50,5,6
"Mosfellsbaer","64 years",51,39,1,1,53,55,4,1
"Mosfellsbaer","65 years",36,42,1,1,66,58,5,4
"Mosfellsbaer","66 years",45,35,1,..,38,49,..,3
"Mosfellsbaer","67 years",36,29,..,..,37,40,..,1
"Mosfellsbaer","68 years",27,35,1,..,48,45,2,2
"Mosfellsbaer","69 years",28,23,..,..,46,47,2,2
"Mosfellsbaer","70 years",25,29,..,1,48,59,2,2
"Mosfellsbaer","71 years",18,19,1,1,43,49,1,2
"Mosfellsbaer","72 years",24,16,2,..,35,43,..,1
"Mosfellsbaer","73 years",14,13,1,1,57,42,1,1
"Mosfellsbaer","74 years",19,17,1,1,31,42,2,2
"Mosfellsbaer","75 years",14,17,2,..,41,36,1,..
"Mosfellsbaer","76 years",11,10,..,..,33,21,1,..
"Mosfellsbaer","77 years",8,12,..,..,24,30,2,..
"Mosfellsbaer","78 years",7,11,1,..,26,24,..,..
"Mosfellsbaer","79 years",6,9,..,..,23,26,..,1
"Mosfellsbaer","80 years",7,9,..,..,16,15,..,..
"Mosfellsbaer","81 years",10,6,..,..,18,14,2,..
"Mosfellsbaer","82 years",6,6,..,..,12,10,..,1
"Mosfellsbaer","83 years",8,4,1,..,14,10,1,1
"Mosfellsbaer","84 years",4,2,..,..,9,15,1,..
"Mosfellsbaer","85 years",3,4,..,..,6,7,..,..
"Mosfellsbaer","86 years",2,3,..,..,4,9,1,..
"Mosfellsbaer","87 years",3,1,..,..,3,6,..,..
"Mosfellsbaer","88 years",3,3,..,1,5,6,..,..
"Mosfellsbaer","89 years",2,2,..,..,4,4,..,..
"Mosfellsbaer","90 years",1,1,..,..,5,1,..,..
"Mosfellsbaer","91 years",3,..,..,1,4,4,..,..
"Mosfellsbaer","92 years",..,1,..,..,3,1,..,..
"Mosfellsbaer","93 years",1,1,..,..,1,2,..,..
"Mosfellsbaer","94 years",..,..,..,..,..,2,..,..
"Mosfellsbaer","95 years",..,1,..,..,..,3,..,..
"Mosfellsbaer","96 years",..,..,..,..,..,1,..,..
"Mosfellsbaer","97 years",..,..,..,..,1,..,..,..
"Mosfellsbaer","98 years",..,..,..,..,..,1,..,..
"Mosfellsbaer","99 years",..,..,..,..,..,1,..,..
"Mosfellsbaer","100 years",..,..,..,..,..,..,..,..
"Mosfellsbaer","101 years",..,..,..,..,..,..,..,..
"Mosfellsbaer","102 years",..,..,..,..,..,..,..,..
"Mosfellsbaer","103 years",..,..,..,..,..,..,..,..
"Mosfellsbaer","104 years",..,..,..,..,..,..,..,..
"Mosfellsbaer","105 years",..,..,..,..,..,..,..,..
"Mosfellsbaer","106 years",..,..,..,..,..,..,..,..
"Mosfellsbaer","107 years",..,..,..,..,..,..,..,..
"Mosfellsbaer","108 years",..,..,..,..,..,..,..,..
"Kjosarhreppur","In 1st year",12,19,..,..,21,34,..,1
"Kjosarhreppur","1 years",20,21,..,1,28,34,..,..
"Kjosarhreppur","2 years",21,21,..,1,25,27,..,1
"Kjosarhreppur","3 years",22,24,..,2,29,28,2,..
"Kjosarhreppur","4 years",18,26,..,1,25,24,1,1
"Kjosarhreppur","5 years",25,17,..,..,26,32,2,1
"Kjosarhreppur","6 years",28,15,..,1,30,34,..,..
"Kjosarhreppur","7 years",20,24,..,..,24,33,..,1
"Kjosarhreppur","8 years",25,23,..,..,35,37,..,1
"Kjosarhreppur","9 years",27,19,1,..,24,30,1,1
"Kjosarhreppur","10 years",22,27,..,..,31,33,2,2
"Kjosarhreppur","11 years",24,30,..,..,33,31,1,..
"Kjosarhreppur","12 years",34,25,..,4,26,39,3,1
"Kjosarhreppur","13 years",28,27,1,..,22,32,1,..
"Kjosarhreppur","14 years",29,31,..,1,34,31,1,..
"Kjosarhreppur","15 years",49,35,1,1,29,17,1,1
"Kjosarhreppur","16 years",36,26,2,..,24,28,1,1
"Kjosarhreppur","17 years",36,37,1,1,36,23,..,1
"Kjosarhreppur","18 years",41,36,..,1,26,25,..,..
"Kjosarhreppur","19 years",44,27,..,1,26,26,..,1
"Kjosarhreppur","20 years",41,34,..,..,20,26,5,2
"Kjosarhreppur","21 years",23,43,..,2,38,27,4,5
"Kjosarhreppur","22 years",25,32,..,1,24,25,1,3
"Kjosarhreppur","23 years",40,28,..,..,19,18,1,2
"Kjosarhreppur","24 years",25,19,..,3,43,20,5,4
"Kjosarhreppur","25 years",17,25,..,3,21,16,3,7
"Kjosarhreppur","26 years",21,20,5,6,26,17,2,7
"Kjosarhreppur","27 years",30,12,2,2,21,20,6,10
"Kjosarhreppur","28 years",10,9,3,2,20,20,10,4
"Kjosarhreppur","29 years",20,16,3,5,28,19,11,9
"Kjosarhreppur","30 years",18,10,6,7,14,23,9,3
"Kjosarhreppur","31 years",17,11,4,6,18,20,13,5
"Kjosarhreppur","32 years",13,15,3,5,22,18,10,6
"Kjosarhreppur","33 years",15,17,1,3,11,25,5,7
"Kjosarhreppur","34 years",22,21,3,3,20,26,6,9
"Kjosarhreppur","35 years",21,12,3,3,29,35,5,4
"Kjosarhreppur","36 years",22,26,1,3,26,16,8,5
"Kjosarhreppur","37 years",7,15,4,6,20,17,2,7
"Kjosarhreppur","38 years",20,21,1,1,31,27,9,6
"Kjosarhreppur","39 years",21,30,4,6,23,20,6,7
"Kjosarhreppur","40 years",23,19,..,..,30,23,3,2
"Kjosarhreppur","41 years",23,17,5,1,30,24,6,7
"Kjosarhreppur","42 years",27,30,3,1,24,25,6,4
"Kjosarhreppur","43 years",31,21,2,1,23,25,5,4
"Kjosarhreppur","44 years",24,21,2,1,28,25,6,4
"Kjosarhreppur","45 years",19,23,3,2,27,29,6,5
"Kjosarhreppur","46 years",20,24,1,2,14,20,4,7
"Kjosarhreppur","47 years",33,24,3,2,27,24,2,2
"Kjosarhreppur","48 years",21,32,1,2,26,30,8,3
"Kjosarhreppur","49 years",26,32,2,..,26,26,4,1
"Kjosarhreppur","50 years",26,35,..,1,26,18,2,3
"Kjosarhreppur","51 years",34,34,..,..,24,24,4,3
"Kjosarhreppur","52 years",32,30,1,2,26,20,1,1
"Kjosarhreppur","53 years",27,46,3,2,22,19,2,1
"Kjosarhreppur","54 years",30,48,..,2,23,25,4,1
"Kjosarhreppur","55 years",32,42,2,..,19,24,1,3
"Kjosarhreppur","56 years",35,26,2,1,25,25,2,1
"Kjosarhreppur","57 years",24,32,2,6,17,26,2,3
"Kjosarhreppur","58 years",38,34,2,..,23,25,1,..
"Kjosarhreppur","59 years",34,25,1,1,19,27,..,..
"Kjosarhreppur","60 years",28,24,..,..,32,28,..,..
"Kjosarhreppur","61 years",33,35,2,1,30,25,2,1
"Kjosarhreppur","62 years",30,25,..,..,29,42,2,2
"Kjosarhreppur","63 years",28,24,1,2,28,35,..,1
"Kjosarhreppur","64 years",20,23,1,..,30,34,3,..
"Kjosarhreppur","65 years",15,25,..,1,24,28,2,1
"Kjosarhreppur","66 years",19,31,..,2,20,24,1,5
"Kjosarhreppur","67 years",23,29,..,1,31,26,2,1
"Kjosarhreppur","68 years",21,24,..,..,27,22,..,1
"Kjosarhreppur","69 years",17,9,1,1,21,21,1,1
"Kjosarhreppur","70 years",19,21,1,1,25,29,..,1
"Kjosarhreppur","71 years",13,15,..,1,31,18,..,..
"Kjosarhreppur","72 years",18,7,..,1,18,22,1,1
"Kjosarhreppur","73 years",8,12,..,..,13,21,1,..
"Kjosarhreppur","74 years",13,12,..,1,14,18,..,1
"Kjosarhreppur","75 years",19,12,1,1,12,23,1,1
"Kjosarhreppur","76 years",11,18,..,..,21,24,1,1
"Kjosarhreppur","77 years",5,14,1,1,20,18,..,1
"Kjosarhreppur","78 years",14,16,2,..,15,6,1,2
"Kjosarhreppur","79 years",8,13,..,..,11,18,..,1
"Kjosarhreppur","80 years",9,10,..,..,7,11,..,..
"Kjosarhreppur","81 years",7,10,..,..,11,5,..,1
"Kjosarhreppur","82 years",4,7,..,..,6,5,..,..
"Kjosarhreppur","83 years",3,16,..,..,9,7,..,..
"Kjosarhreppur","84 years",4,9,..,..,7,3,1,1
"Kjosarhreppur","85 years",9,2,..,..,6,12,..,..
"Kjosarhreppur","86 years",2,4,..,..,3,13,1,..
"Kjosarhreppur","87 years",2,8,..,..,5,11,..,..
"Kjosarhreppur","88 years",2,2,..,..,2,8,..,..
"Kjosarhreppur","89 years",4,6,..,..,3,11,..,1
"Kjosarhreppur","90 years",1,5,..,..,4,4,..,1
"Kjosarhreppur","91 years",..,8,..,..,1,3,..,..
"Kjosarhreppur","92 years",..,2,..,..,..,7,..,..
"Kjosarhreppur","93 years",1,3,..,..,..,3,..,..
"Kjosarhreppur","94 years",..,1,..,..,1,4,..,..
"Kjosarhreppur","95 years",..,..,..,..,1,..,..,..
"Kjosarhreppur","96 years",1,..,..,..,..,..,..,..
"Kjosarhreppur","97 years",1,..,..,..,..,..,..,..
"Kjosarhreppur","98 years",..,..,..,..,..,2,..,..
"Kjosarhreppur","99 years",..,..,..,..,..,1,..,..
"Kjosarhreppur","100 years",..,..,..,..,..,..,..,..
"Kjosarhreppur","101 years",..,..,..,..,..,..,..,..
"Kjosarhreppur","102 years",..,..,..,..,..,..,..,..
"Kjosarhreppur","103 years",..,..,..,..,..,..,..,..
"Kjosarhreppur","104 years",..,..,..,..,..,..,..,..
"Kjosarhreppur","105 years",..,..,..,..,..,..,..,..
"Kjosarhreppur","106 years",..,..,..,..,..,..,..,..
"Kjosarhreppur","107 years",..,..,..,..,..,..,..,..
"Kjosarhreppur","108 years",..,..,..,..,..,..,..,..
"Reykjanesbaer","In 1st year",53,45,..,..,44,43,..,..
"Reykjanesbaer","1 years",55,59,..,..,46,51,..,1
"Reykjanesbaer","2 years",50,52,1,..,60,41,..,..
"Reykjanesbaer","3 years",43,52,..,..,44,46,1,2
"Reykjanesbaer","4 years",67,39,..,1,43,60,..,1
"Reykjanesbaer","5 years",51,43,4,1,43,55,2,1
"Reykjanesbaer","6 years",56,33,1,2,58,55,..,1
"Reykjanesbaer","7 years",49,47,6,2,53,44,..,1
"Reykjanesbaer","8 years",49,47,3,4,49,63,1,1
"Reykjanesbaer","9 years",46,33,2,4,64,59,1,1
"Reykjanesbaer","10 years",56,49,2,4,62,54,2,..
"Reykjanesbaer","11 years",33,49,3,5,61,59,3,1
"Reykjanesbaer","12 years",53,53,2,4,48,57,..,1
"Reykjanesbaer","13 years",59,49,3,4,69,46,..,2
"Reykjanesbaer","14 years",47,48,2,2,56,50,3,3
"Reykjanesbaer","15 years",53,42,1,2,64,42,2,..
"Reykjanesbaer","16 years",44,52,5,1,49,44,5,3
"Reykjanesbaer","17 years",45,44,3,2,41,46,4,4
"Reykjanesbaer","18 years",53,52,4,2,52,41,1,2
"Reykjanesbaer","19 years",58,44,4,1,56,44,3,4
"Reykjanesbaer","20 years",48,47,4,1,32,45,4,4
"Reykjanesbaer","21 years",56,30,3,..,47,44,2,5
"Reykjanesbaer","22 years",45,37,3,1,51,42,3,3
"Reykjanesbaer","23 years",46,28,1,2,39,45,5,2
"Reykjanesbaer","24 years",39,34,5,8,47,41,5,4
"Reykjanesbaer","25 years",26,32,8,1,39,35,11,5
"Reykjanesbaer","26 years",48,45,5,7,45,46,7,1
"Reykjanesbaer","27 years",42,33,8,6,54,38,15,5
"Reykjanesbaer","28 years",37,32,3,7,43,32,13,2
"Reykjanesbaer","29 years",44,37,6,6,41,50,7,8
"Reykjanesbaer","30 years",32,31,6,8,59,31,13,5
"Reykjanesbaer","31 years",46,46,7,7,44,47,8,4
"Reykjanesbaer","32 years",44,39,4,4,40,32,10,8
"Reykjanesbaer","33 years",43,45,4,3,40,36,14,9
"Reykjanesbaer","34 years",27,26,3,6,33,38,14,4
"Reykjanesbaer","35 years",41,36,6,1,37,47,17,9
"Reykjanesbaer","36 years",27,37,8,10,47,37,20,13
"Reykjanesbaer","37 years",39,36,2,3,42,36,7,11
"Reykjanesbaer","38 years",45,42,3,6,53,36,14,5
"Reykjanesbaer","39 years",44,34,7,8,31,42,10,11
"Reykjanesbaer","40 years",38,38,11,2,52,53,14,10
"Reykjanesbaer","41 years",36,51,1,5,40,37,4,7
"Reykjanesbaer","42 years",34,49,3,3,43,50,6,6
"Reykjanesbaer","43 years",34,29,4,2,34,27,8,9
"Reykjanesbaer","44 years",32,25,3,1,36,35,6,1
"Reykjanesbaer","45 years",37,24,3,4,36,46,14,10
"Reykjanesbaer","46 years",37,28,2,3,39,42,6,4
"Reykjanesbaer","47 years",41,32,1,2,53,42,8,7
"Reykjanesbaer","48 years",32,33,1,2,47,38,8,7
"Reykjanesbaer","49 years",34,45,5,4,39,34,10,2
"Reykjanesbaer","50 years",32,38,3,5,31,48,7,7
"Reykjanesbaer","51 years",48,40,4,3,37,41,5,5
"Reykjanesbaer","52 years",49,40,3,3,39,24,9,4
"Reykjanesbaer","53 years",29,38,4,2,23,25,6,3
"Reykjanesbaer","54 years",47,39,2,1,37,27,6,5
"Reykjanesbaer","55 years",46,47,1,4,37,26,3,4
"Reykjanesbaer","56 years",48,38,2,2,35,37,5,2
"Reykjanesbaer","57 years",41,33,1,..,27,30,3,4
"Reykjanesbaer","58 years",32,32,3,..,33,43,7,6
"Reykjanesbaer","59 years",32,39,2,4,33,34,6,3
"Reykjanesbaer","60 years",37,40,..,1,49,44,5,3
"Reykjanesbaer","61 years",26,25,..,..,44,44,..,1
"Reykjanesbaer","62 years",32,31,1,..,30,32,6,1
"Reykjanesbaer","63 years",28,30,2,1,45,38,3,2
"Reykjanesbaer","64 years",25,26,2,1,45,39,1,3
"Reykjanesbaer","65 years",37,29,..,..,43,39,3,1
"Reykjanesbaer","66 years",28,23,..,..,40,36,..,..
"Reykjanesbaer","67 years",27,26,..,..,32,31,2,2
"Reykjanesbaer","68 years",17,22,..,..,37,40,1,2
"Reykjanesbaer","69 years",22,23,..,..,35,43,..,2
"Reykjanesbaer","70 years",15,20,..,1,25,31,..,..
"Reykjanesbaer","71 years",17,18,1,..,34,33,1,1
"Reykjanesbaer","72 years",17,20,1,..,24,24,1,1
"Reykjanesbaer","73 years",18,21,..,1,23,25,1,..
"Reykjanesbaer","74 years",14,20,2,2,38,34,1,..
"Reykjanesbaer","75 years",15,23,..,..,28,25,1,..
"Reykjanesbaer","76 years",17,21,..,2,29,22,1,1
"Reykjanesbaer","77 years",16,20,..,..,12,19,..,..
"Reykjanesbaer","78 years",18,17,..,..,20,23,..,..
"Reykjanesbaer","79 years",14,13,..,..,12,19,..,1
"Reykjanesbaer","80 years",19,23,..,..,10,16,1,..
"Reykjanesbaer","81 years",15,20,..,..,17,17,1,..
"Reykjanesbaer","82 years",14,7,..,..,17,18,..,1
"Reykjanesbaer","83 years",10,12,..,1,13,14,2,1
"Reykjanesbaer","84 years",3,13,..,..,12,18,..,..
"Reykjanesbaer","85 years",11,9,..,..,12,15,..,1
"Reykjanesbaer","86 years",4,10,..,..,12,11,..,..
"Reykjanesbaer","87 years",8,7,..,..,9,11,..,..
"Reykjanesbaer","88 years",3,9,..,..,8,10,..,..
"Reykjanesbaer","89 years",3,4,..,..,11,17,..,..
"Reykjanesbaer","90 years",..,3,..,1,5,9,..,..
"Reykjanesbaer","91 years",4,3,..,..,7,6,..,..
"Reykjanesbaer","92 years",1,6,..,..,..,6,..,1
"Reykjanesbaer","93 years",2,1,..,..,1,4,..,..
"Reykjanesbaer","94 years",2,5,..,..,4,1,..,..
"Reykjanesbaer","95 years",1,2,..,..,1,3,..,..
"Reykjanesbaer","96 years",..,..,..,..,..,..,..,..
