Municipality,Age_Group,Background,Year,Sex,Population
Hunathing vestra,45-54,Immigrants,2011,Males,6
Hunathing vestra,45-54,Immigrants,2021,Females,12
Hunathing vestra,45-54,Immigrants,2021,Males,10
Hunathing vestra,45-54,Natives,2011,Females,66
Hunathing vestra,45-54,Natives,2011,Males,72
Hunathing vestra,45-54,Natives,2021,Females,52
Hunathing vestra,45-54,Natives,2021,Males,49
Hunathing vestra,55-64,Immigrants,2011,Females,1
Hunathing vestra,55-64,Immigrants,2011,Males,0
Hunathing vestra,55-64,Immigrants,2021,Females,6
Hunathing vestra,55-64,Immigrants,2021,Males,2
Hunathing vestra,55-64,Natives,2011,Females,67
Hunathing vestra,55-64,Natives,2011,Males,66
Hunathing vestra,55-64,Natives,2021,Females,73
Hunathing vestra,55-64,Natives,2021,Males,76
Hunathing vestra,65 and over,Immigrants,2011,Females,1
Hunathing vestra,65 and over,Immigrants,2011,Males,4
Hunathing vestra,65 and over,Immigrants,2021,Females,1
Hunathing vestra,65 and over,Immigrants,2021,Males,3
Hunathing vestra,65 and over,Natives,2011,Females,87
Hunathing vestra,65 and over,Natives,2011,Males,99
Hunathing vestra,65 and over,Natives,2021,Females,103
Hunathing vestra,65 and over,Natives,2021,Males,101
Hunavatnshreppur,0-15,Immigrants,2011,Females,0
Hunavatnshreppur,0-15,Immigrants,2011,Males,0
Hunavatnshreppur,0-15,Immigrants,2021,Females,0
Hunavatnshreppur,0-15,Immigrants,2021,Males,0
Hunavatnshreppur,0-15,Natives,2011,Females,24
Hunavatnshreppur,0-15,Natives,2011,Males,16
Hunavatnshreppur,0-15,Natives,2021,Females,22
Hunavatnshreppur,0-15,Natives,2021,Males,15
Hunavatnshreppur,16-24,Immigrants,2011,Females,1
Hunavatnshreppur,16-24,Immigrants,2011,Males,0
Hunavatnshreppur,16-24,Immigrants,2021,Females,3
Hunavatnshreppur,16-24,Immigrants,2021,Males,0
Hunavatnshreppur,16-24,Natives,2011,Females,12
Hunavatnshreppur,16-24,Natives,2011,Males,7
Hunavatnshreppur,16-24,Natives,2021,Females,19
Hunavatnshreppur,16-24,Natives,2021,Males,13
Hunavatnshreppur,25-34,Immigrants,2011,Females,3
Hunavatnshreppur,25-34,Immigrants,2011,Males,0
Hunavatnshreppur,25-34,Immigrants,2021,Females,1
Hunavatnshreppur,25-34,Immigrants,2021,Males,2
Hunavatnshreppur,25-34,Natives,2011,Females,9
Hunavatnshreppur,25-34,Natives,2011,Males,8
Hunavatnshreppur,25-34,Natives,2021,Females,5
Hunavatnshreppur,25-34,Natives,2021,Males,5
Hunavatnshreppur,35-44,Immigrants,2011,Females,0
Hunavatnshreppur,35-44,Immigrants,2011,Males,0
Hunavatnshreppur,35-44,Immigrants,2021,Females,2
Hunavatnshreppur,35-44,Immigrants,2021,Males,1
Hunavatnshreppur,35-44,Natives,2011,Females,8
Hunavatnshreppur,35-44,Natives,2011,Males,11
Hunavatnshreppur,35-44,Natives,2021,Females,8
Hunavatnshreppur,35-44,Natives,2021,Males,9
Hunavatnshreppur,45-54,Immigrants,2011,Females,0
Hunavatnshreppur,45-54,Immigrants,2011,Males,1
Hunavatnshreppur,45-54,Immigrants,2021,Females,2
Hunavatnshreppur,45-54,Immigrants,2021,Males,1
Hunavatnshreppur,45-54,Natives,2011,Females,10
Hunavatnshreppur,45-54,Natives,2011,Males,13
Hunavatnshreppur,45-54,Natives,2021,Females,11
Hunavatnshreppur,45-54,Natives,2021,Males,13
Hunavatnshreppur,55-64,Immigrants,2011,Females,0
Hunavatnshreppur,55-64,Immigrants,2011,Males,0
Hunavatnshreppur,55-64,Immigrants,2021,Females,1
Hunavatnshreppur,55-64,Immigrants,2021,Males,0
Hunavatnshreppur,55-64,Natives,2011,Females,13
Hunavatnshreppur,55-64,Natives,2011,Males,15
Hunavatnshreppur,55-64,Natives,2021,Females,8
Hunavatnshreppur,55-64,Natives,2021,Males,9
Hunavatnshreppur,65 and over,Immigrants,2011,Females,0
Hunavatnshreppur,65 and over,Immigrants,2011,Males,0
Hunavatnshreppur,65 and over,Immigrants,2021,Females,1
Hunavatnshreppur,65 and over,Immigrants,2021,Males,0
Hunavatnshreppur,65 and over,Natives,2011,Females,14
Hunavatnshreppur,65 and over,Natives,2011,Males,18
Hunavatnshreppur,65 and over,Natives,2021,Females,21
Hunavatnshreppur,65 and over,Natives,2021,Males,21
Hvalfjardarsveit,0-15,Immigrants,2011,Females,1
Hvalfjardarsveit,0-15,Immigrants,2011,Males,1
Hvalfjardarsveit,0-15,Immigrants,2021,Females,0
Hvalfjardarsveit,0-15,Immigrants,2021,Males,1
Hvalfjardarsveit,0-15,Natives,2011,Females,14
Hvalfjardarsveit,0-15,Natives,2011,Males,7
Hvalfjardarsveit,0-15,Natives,2021,Females,11
Hvalfjardarsveit,0-15,Natives,2021,Males,4
Hvalfjardarsveit,16-24,Immigrants,2011,Females,2
Hvalfjardarsveit,16-24,Immigrants,2011,Males,4
Hvalfjardarsveit,16-24,Immigrants,2021,Females,1
Hvalfjardarsveit,16-24,Immigrants,2021,Males,0
Hvalfjardarsveit,16-24,Natives,2011,Females,3
Hvalfjardarsveit,16-24,Natives,2011,Males,5
Hvalfjardarsveit,16-24,Natives,2021,Females,7
Hvalfjardarsveit,16-24,Natives,2021,Males,3
Hvalfjardarsveit,25-34,Immigrants,2011,Females,3
Hvalfjardarsveit,25-34,Immigrants,2011,Males,2
Hvalfjardarsveit,25-34,Immigrants,2021,Females,4
Hvalfjardarsveit,25-34,Immigrants,2021,Males,3
Hvalfjardarsveit,25-34,Natives,2011,Females,3
Hvalfjardarsveit,25-34,Natives,2011,Males,8
Hvalfjardarsveit,25-34,Natives,2021,Females,4
Hvalfjardarsveit,25-34,Natives,2021,Males,2
Hvalfjardarsveit,35-44,Immigrants,2011,Females,4
Hvalfjardarsveit,35-44,Immigrants,2011,Males,4
Hvalfjardarsveit,35-44,Immigrants,2021,Females,1
Hvalfjardarsveit,35-44,Immigrants,2021,Males,2
Hvalfjardarsveit,35-44,Natives,2011,Females,4
Hvalfjardarsveit,35-44,Natives,2011,Males,3
Hvalfjardarsveit,35-44,Natives,2021,Females,3
Hvalfjardarsveit,35-44,Natives,2021,Males,6
Hvalfjardarsveit,45-54,Immigrants,2011,Females,0
Hvalfjardarsveit,45-54,Immigrants,2011,Males,0
Hvalfjardarsveit,45-54,Immigrants,2021,Females,2
Hvalfjardarsveit,45-54,Immigrants,2021,Males,0
Hvalfjardarsveit,45-54,Natives,2011,Females,8
Hvalfjardarsveit,45-54,Natives,2011,Males,9
Hvalfjardarsveit,45-54,Natives,2021,Females,3
Hvalfjardarsveit,45-54,Natives,2021,Males,5
Hvalfjardarsveit,55-64,Immigrants,2011,Females,0
Hvalfjardarsveit,55-64,Immigrants,2011,Males,2
Hvalfjardarsveit,55-64,Immigrants,2021,Females,1
Hvalfjardarsveit,55-64,Immigrants,2021,Males,1
Hvalfjardarsveit,55-64,Natives,2011,Females,9
Hvalfjardarsveit,55-64,Natives,2011,Males,9
Hvalfjardarsveit,55-64,Natives,2021,Females,12
Hvalfjardarsveit,55-64,Natives,2021,Males,8
Hvalfjardarsveit,65 and over,Immigrants,2011,Females,0
Hvalfjardarsveit,65 and over,Immigrants,2011,Males,0
Hvalfjardarsveit,65 and over,Immigrants,2021,Females,0
Hvalfjardarsveit,65 and over,Immigrants,2021,Males,0
Hvalfjardarsveit,65 and over,Natives,2011,Females,7
Hvalfjardarsveit,65 and over,Natives,2011,Males,9
Hvalfjardarsveit,65 and over,Natives,2021,Females,10
Hvalfjardarsveit,65 and over,Natives,2021,Males,16
Hveragerdisbaer,0-15,Immigrants,2011,Females,0
Hveragerdisbaer,0-15,Immigrants,2011,Males,0
Hveragerdisbaer,0-15,Immigrants,2021,Females,1
Hveragerdisbaer,0-15,Immigrants,2021,Males,2
Hveragerdisbaer,0-15,Natives,2011,Females,42
Hveragerdisbaer,0-15,Natives,2011,Males,41
Hveragerdisbaer,0-15,Natives,2021,Females,37
Hveragerdisbaer,0-15,Natives,2021,Males,49
Hveragerdisbaer,16-24,Immigrants,2011,Females,4
Hveragerdisbaer,16-24,Immigrants,2011,Males,6
Hveragerdisbaer,16-24,Immigrants,2021,Females,1
Hveragerdisbaer,16-24,Immigrants,2021,Males,1
Hveragerdisbaer,16-24,Natives,2011,Females,26
Hveragerdisbaer,16-24,Natives,2011,Males,29
Hveragerdisbaer,16-24,Natives,2021,Females,22
Hveragerdisbaer,16-24,Natives,2021,Males,19
Hveragerdisbaer,25-34,Immigrants,2011,Females,3
Hveragerdisbaer,25-34,Immigrants,2011,Males,6
Hveragerdisbaer,25-34,Immigrants,2021,Females,12
Hveragerdisbaer,25-34,Immigrants,2021,Males,15
Hveragerdisbaer,25-34,Natives,2011,Females,19
Hveragerdisbaer,25-34,Natives,2011,Males,24
Hveragerdisbaer,25-34,Natives,2021,Females,22
Hveragerdisbaer,25-34,Natives,2021,Males,25
Hveragerdisbaer,35-44,Immigrants,2011,Females,4
Hveragerdisbaer,35-44,Immigrants,2011,Males,4
Hveragerdisbaer,35-44,Immigrants,2021,Females,2
Hveragerdisbaer,35-44,Immigrants,2021,Males,3
Hveragerdisbaer,35-44,Natives,2011,Females,21
Hveragerdisbaer,35-44,Natives,2011,Males,23
Hveragerdisbaer,35-44,Natives,2021,Females,15
Hveragerdisbaer,35-44,Natives,2021,Males,20
Hveragerdisbaer,45-54,Immigrants,2011,Females,0
Hveragerdisbaer,45-54,Immigrants,2011,Males,5
Hveragerdisbaer,45-54,Immigrants,2021,Females,7
Hveragerdisbaer,45-54,Immigrants,2021,Males,2
Hveragerdisbaer,45-54,Natives,2011,Females,31
Hveragerdisbaer,45-54,Natives,2011,Males,28
Hveragerdisbaer,45-54,Natives,2021,Females,25
Hveragerdisbaer,45-54,Natives,2021,Males,28
Hveragerdisbaer,55-64,Immigrants,2011,Females,0
Hveragerdisbaer,55-64,Immigrants,2011,Males,0
Hveragerdisbaer,55-64,Immigrants,2021,Females,1
Hveragerdisbaer,55-64,Immigrants,2021,Males,6
Hveragerdisbaer,55-64,Natives,2011,Females,18
Hveragerdisbaer,55-64,Natives,2011,Males,19
Hveragerdisbaer,55-64,Natives,2021,Females,34
Hveragerdisbaer,55-64,Natives,2021,Males,33
Hveragerdisbaer,65 and over,Immigrants,2011,Females,3
Hveragerdisbaer,65 and over,Immigrants,2011,Males,1
Hveragerdisbaer,65 and over,Immigrants,2021,Females,1
Hveragerdisbaer,65 and over,Immigrants,2021,Males,1
Hveragerdisbaer,65 and over,Natives,2011,Females,16
Hveragerdisbaer,65 and over,Natives,2011,Males,14
Hveragerdisbaer,65 and over,Natives,2021,Females,23
Hveragerdisbaer,65 and over,Natives,2021,Males,25
Isafjardarbaer,0-15,Immigrants,2011,Females,6
Isafjardarbaer,0-15,Immigrants,2011,Males,1
Isafjardarbaer,0-15,Immigrants,2021,Females,5
Isafjardarbaer,0-15,Immigrants,2021,Males,12
Isafjardarbaer,0-15,Natives,2011,Females,225
Isafjardarbaer,0-15,Natives,2011,Males,239
Isafjardarbaer,0-15,Natives,2021,Females,251
Isafjardarbaer,0-15,Natives,2021,Males,274
Isafjardarbaer,16-24,Immigrants,2011,Females,8
Isafjardarbaer,16-24,Immigrants,2011,Males,2
Isafjardarbaer,16-24,Immigrants,2021,Females,4
Isafjardarbaer,16-24,Immigrants,2021,Males,5
Isafjardarbaer,16-24,Natives,2011,Females,123
Isafjardarbaer,16-24,Natives,2011,Males,159
Isafjardarbaer,16-24,Natives,2021,Females,115
Isafjardarbaer,16-24,Natives,2021,Males,129
Isafjardarbaer,25-34,Immigrants,2011,Females,20
Isafjardarbaer,25-34,Immigrants,2011,Males,10
Isafjardarbaer,25-34,Immigrants,2021,Females,27
Isafjardarbaer,25-34,Immigrants,2021,Males,26
Isafjardarbaer,25-34,Natives,2011,Females,100
Isafjardarbaer,25-34,Natives,2011,Males,109
Isafjardarbaer,25-34,Natives,2021,Females,153
Isafjardarbaer,25-34,Natives,2021,Males,163
Isafjardarbaer,35-44,Immigrants,2011,Females,11
Isafjardarbaer,35-44,Immigrants,2011,Males,8
Isafjardarbaer,35-44,Immigrants,2021,Females,29
Isafjardarbaer,35-44,Immigrants,2021,Males,19
Isafjardarbaer,35-44,Natives,2011,Females,99
Isafjardarbaer,35-44,Natives,2011,Males,112
Isafjardarbaer,35-44,Natives,2021,Females,121
Isafjardarbaer,35-44,Natives,2021,Males,131
Isafjardarbaer,45-54,Immigrants,2011,Females,15
Isafjardarbaer,45-54,Immigrants,2011,Males,4
Isafjardarbaer,45-54,Immigrants,2021,Females,17
Isafjardarbaer,45-54,Immigrants,2021,Males,8
Isafjardarbaer,45-54,Natives,2011,Females,166
Isafjardarbaer,45-54,Natives,2011,Males,161
Isafjardarbaer,45-54,Natives,2021,Females,124
Isafjardarbaer,45-54,Natives,2021,Males,122
Isafjardarbaer,55-64,Immigrants,2011,Females,4
Isafjardarbaer,55-64,Immigrants,2011,Males,6
Isafjardarbaer,55-64,Immigrants,2021,Females,19
Isafjardarbaer,55-64,Immigrants,2021,Males,11
Isafjardarbaer,55-64,Natives,2011,Females,133
Isafjardarbaer,55-64,Natives,2011,Males,147
Isafjardarbaer,55-64,Natives,2021,Females,183
Isafjardarbaer,55-64,Natives,2021,Males,170
Isafjardarbaer,65 and over,Immigrants,2011,Females,6
Isafjardarbaer,65 and over,Immigrants,2011,Males,4
Isafjardarbaer,65 and over,Immigrants,2021,Females,12
Isafjardarbaer,65 and over,Immigrants,2021,Males,4
Isafjardarbaer,65 and over,Natives,2011,Females,190
Isafjardarbaer,65 and over,Natives,2011,Males,187
Isafjardarbaer,65 and over,Natives,2021,Females,294
Isafjardarbaer,65 and over,Natives,2021,Males,295
Kaldrananeshreppur,0-15,Immigrants,2011,Females,1
Kaldrananeshreppur,0-15,Immigrants,2011,Males,0
Kaldrananeshreppur,0-15,Immigrants,2021,Females,1
Kaldrananeshreppur,0-15,Immigrants,2021,Males,0
Kaldrananeshreppur,0-15,Natives,2011,Females,52
Kaldrananeshreppur,0-15,Natives,2011,Males,53
Kaldrananeshreppur,0-15,Natives,2021,Females,48
Kaldrananeshreppur,0-15,Natives,2021,Males,55
Kaldrananeshreppur,16-24,Immigrants,2011,Females,1
Kaldrananeshreppur,16-24,Immigrants,2011,Males,2
Kaldrananeshreppur,16-24,Immigrants,2021,Females,1
Kaldrananeshreppur,16-24,Immigrants,2021,Males,3
Kaldrananeshreppur,16-24,Natives,2011,Females,31
Kaldrananeshreppur,16-24,Natives,2011,Males,37
Kaldrananeshreppur,16-24,Natives,2021,Females,32
Kaldrananeshreppur,16-24,Natives,2021,Males,21
Kaldrananeshreppur,25-34,Immigrants,2011,Females,6
Kaldrananeshreppur,25-34,Immigrants,2011,Males,1
Kaldrananeshreppur,25-34,Immigrants,2021,Females,11
Kaldrananeshreppur,25-34,Immigrants,2021,Males,6
Kaldrananeshreppur,25-34,Natives,2011,Females,14
Kaldrananeshreppur,25-34,Natives,2011,Males,21
Kaldrananeshreppur,25-34,Natives,2021,Females,30
Kaldrananeshreppur,25-34,Natives,2021,Males,31
Kaldrananeshreppur,35-44,Immigrants,2011,Females,9
Kaldrananeshreppur,35-44,Immigrants,2011,Males,0
Kaldrananeshreppur,35-44,Immigrants,2021,Females,7
Kaldrananeshreppur,35-44,Immigrants,2021,Males,5
Kaldrananeshreppur,35-44,Natives,2011,Females,27
Kaldrananeshreppur,35-44,Natives,2011,Males,29
Kaldrananeshreppur,35-44,Natives,2021,Females,16
Kaldrananeshreppur,35-44,Natives,2021,Males,25
Kaldrananeshreppur,45-54,Immigrants,2011,Females,4
Kaldrananeshreppur,45-54,Immigrants,2011,Males,2
Kaldrananeshreppur,45-54,Immigrants,2021,Females,8
Kaldrananeshreppur,45-54,Immigrants,2021,Males,2
Kaldrananeshreppur,45-54,Natives,2011,Females,23
Kaldrananeshreppur,45-54,Natives,2011,Males,37
Kaldrananeshreppur,45-54,Natives,2021,Females,26
Kaldrananeshreppur,45-54,Natives,2021,Males,35
Kaldrananeshreppur,55-64,Immigrants,2011,Females,0
Kaldrananeshreppur,55-64,Immigrants,2011,Males,0
Kaldrananeshreppur,55-64,Immigrants,2021,Females,2
Kaldrananeshreppur,55-64,Immigrants,2021,Males,3
Kaldrananeshreppur,55-64,Natives,2011,Females,27
Kaldrananeshreppur,55-64,Natives,2011,Males,36
Kaldrananeshreppur,55-64,Natives,2021,Females,32
Kaldrananeshreppur,55-64,Natives,2021,Males,32
Kaldrananeshreppur,65 and over,Immigrants,2011,Females,0
Kaldrananeshreppur,65 and over,Immigrants,2011,Males,2
Kaldrananeshreppur,65 and over,Immigrants,2021,Females,0
Kaldrananeshreppur,65 and over,Immigrants,2021,Males,1
Kaldrananeshreppur,65 and over,Natives,2011,Females,44
Kaldrananeshreppur,65 and over,Natives,2011,Males,24
Kaldrananeshreppur,65 and over,Natives,2021,Females,47
Kaldrananeshreppur,65 and over,Natives,2021,Males,53
Kjosarhreppur,0-15,Immigrants,2011,Females,12
Kjosarhreppur,0-15,Immigrants,2011,Males,3
Kjosarhreppur,0-15,Immigrants,2021,Females,11
Kjosarhreppur,0-15,Immigrants,2021,Males,15
Kjosarhreppur,0-15,Natives,2011,Females,384
Kjosarhreppur,0-15,Natives,2011,Males,404
Kjosarhreppur,0-15,Natives,2021,Females,496
Kjosarhreppur,0-15,Natives,2021,Males,442
Kjosarhreppur,16-24,Immigrants,2011,Females,9
Kjosarhreppur,16-24,Immigrants,2011,Males,3
Kjosarhreppur,16-24,Immigrants,2021,Females,19
Kjosarhreppur,16-24,Immigrants,2021,Males,17
Kjosarhreppur,16-24,Natives,2011,Females,282
Kjosarhreppur,16-24,Natives,2011,Males,311
Kjosarhreppur,16-24,Natives,2021,Females,218
Kjosarhreppur,16-24,Natives,2021,Males,256
Kjosarhreppur,25-34,Immigrants,2011,Females,42
Kjosarhreppur,25-34,Immigrants,2011,Males,30
Kjosarhreppur,25-34,Immigrants,2021,Females,67
Kjosarhreppur,25-34,Immigrants,2021,Males,75
Kjosarhreppur,25-34,Natives,2011,Females,156
Kjosarhreppur,25-34,Natives,2011,Males,183
Kjosarhreppur,25-34,Natives,2021,Females,204
Kjosarhreppur,25-34,Natives,2021,Males,201
Kjosarhreppur,35-44,Immigrants,2011,Females,23
Kjosarhreppur,35-44,Immigrants,2011,Males,25
Kjosarhreppur,35-44,Immigrants,2021,Females,50
Kjosarhreppur,35-44,Immigrants,2021,Males,56
Kjosarhreppur,35-44,Natives,2011,Females,212
Kjosarhreppur,35-44,Natives,2011,Males,219
Kjosarhreppur,35-44,Natives,2021,Females,237
Kjosarhreppur,35-44,Natives,2021,Males,264
Kjosarhreppur,45-54,Immigrants,2011,Females,15
Kjosarhreppur,45-54,Immigrants,2011,Males,14
Kjosarhreppur,45-54,Immigrants,2021,Females,27
Kjosarhreppur,45-54,Immigrants,2021,Males,37
Kjosarhreppur,45-54,Natives,2011,Females,328
Kjosarhreppur,45-54,Natives,2011,Males,268
Kjosarhreppur,45-54,Natives,2021,Females,235
Kjosarhreppur,45-54,Natives,2021,Males,241
Kjosarhreppur,55-64,Immigrants,2011,Females,11
Kjosarhreppur,55-64,Immigrants,2011,Males,13
Kjosarhreppur,55-64,Immigrants,2021,Females,11
Kjosarhreppur,55-64,Immigrants,2021,Males,13
Kjosarhreppur,55-64,Natives,2011,Females,290
Kjosarhreppur,55-64,Natives,2011,Males,302
Kjosarhreppur,55-64,Natives,2021,Females,291
Kjosarhreppur,55-64,Natives,2021,Males,252
Kjosarhreppur,65 and over,Immigrants,2011,Females,11
Kjosarhreppur,65 and over,Immigrants,2011,Males,6
Kjosarhreppur,65 and over,Immigrants,2021,Females,22
Kjosarhreppur,65 and over,Immigrants,2021,Males,13
Kjosarhreppur,65 and over,Natives,2011,Females,351
Kjosarhreppur,65 and over,Natives,2011,Males,273
Kjosarhreppur,65 and over,Natives,2021,Females,428
Kjosarhreppur,65 and over,Natives,2021,Males,369
Kopavogsbaer,0-15,Immigrants,2011,Females,19
Kopavogsbaer,0-15,Immigrants,2011,Males,13
Kopavogsbaer,0-15,Immigrants,2021,Females,26
Kopavogsbaer,0-15,Immigrants,2021,Males,33
Kopavogsbaer,0-15,Natives,2011,Females,1569
Kopavogsbaer,0-15,Natives,2011,Males,1576
Kopavogsbaer,0-15,Natives,2021,Females,1849
Kopavogsbaer,0-15,Natives,2021,Males,1910
Kopavogsbaer,16-24,Immigrants,2011,Females,26
Kopavogsbaer,16-24,Immigrants,2011,Males,18
Kopavogsbaer,16-24,Immigrants,2021,Females,63
Kopavogsbaer,16-24,Immigrants,2021,Males,33
Kopavogsbaer,16-24,Natives,2011,Females,781
Kopavogsbaer,16-24,Natives,2011,Males,900
Kopavogsbaer,16-24,Natives,2021,Females,1004
Kopavogsbaer,16-24,Natives,2021,Males,995
Kopavogsbaer,25-34,Immigrants,2011,Females,75
Kopavogsbaer,25-34,Immigrants,2011,Males,63
Kopavogsbaer,25-34,Immigrants,2021,Females,130
Kopavogsbaer,25-34,Immigrants,2021,Males,144
Kopavogsbaer,25-34,Natives,2011,Females,639
Kopavogsbaer,25-34,Natives,2011,Males,649
Kopavogsbaer,25-34,Natives,2021,Females,931
Kopavogsbaer,25-34,Natives,2021,Males,955
Kopavogsbaer,35-44,Immigrants,2011,Females,56
Kopavogsbaer,35-44,Immigrants,2011,Males,42
Kopavogsbaer,35-44,Immigrants,2021,Females,121
Kopavogsbaer,35-44,Immigrants,2021,Males,157
Kopavogsbaer,35-44,Natives,2011,Females,886
Kopavogsbaer,35-44,Natives,2011,Males,818
Kopavogsbaer,35-44,Natives,2021,Females,941
Kopavogsbaer,35-44,Natives,2021,Males,926
Kopavogsbaer,45-54,Immigrants,2011,Females,34
Kopavogsbaer,45-54,Immigrants,2011,Males,30
Kopavogsbaer,45-54,Immigrants,2021,Females,76
Kopavogsbaer,45-54,Immigrants,2021,Males,100
Kopavogsbaer,45-54,Natives,2011,Females,940
Kopavogsbaer,45-54,Natives,2011,Males,869
Kopavogsbaer,45-54,Natives,2021,Females,1068
Kopavogsbaer,45-54,Natives,2021,Males,1001
Kopavogsbaer,55-64,Immigrants,2011,Females,29
Kopavogsbaer,55-64,Immigrants,2011,Males,21
Kopavogsbaer,55-64,Immigrants,2021,Females,33
Kopavogsbaer,55-64,Immigrants,2021,Males,29
Kopavogsbaer,55-64,Natives,2011,Females,816
Kopavogsbaer,55-64,Natives,2011,Males,762
Kopavogsbaer,55-64,Natives,2021,Females,994
Kopavogsbaer,55-64,Natives,2021,Males,936
Kopavogsbaer,65 and over,Immigrants,2011,Females,35
Kopavogsbaer,65 and over,Immigrants,2011,Males,19
Kopavogsbaer,65 and over,Immigrants,2021,Females,49
Kopavogsbaer,65 and over,Immigrants,2021,Males,31
Kopavogsbaer,65 and over,Natives,2011,Females,891
Kopavogsbaer,65 and over,Natives,2011,Males,826
Kopavogsbaer,65 and over,Natives,2021,Females,1450
Kopavogsbaer,65 and over,Natives,2021,Males,1239
Langanesbyggd,0-15,Immigrants,2011,Females,19
Langanesbyggd,0-15,Immigrants,2011,Males,17
Langanesbyggd,0-15,Immigrants,2021,Females,19
Langanesbyggd,0-15,Immigrants,2021,Males,17
Langanesbyggd,0-15,Natives,2011,Females,385
Langanesbyggd,0-15,Natives,2011,Males,367
Langanesbyggd,0-15,Natives,2021,Females,346
Langanesbyggd,0-15,Natives,2021,Males,350
Langanesbyggd,16-24,Immigrants,2011,Females,33
Langanesbyggd,16-24,Immigrants,2011,Males,26
Langanesbyggd,16-24,Immigrants,2021,Females,31
Langanesbyggd,16-24,Immigrants,2021,Males,33
Langanesbyggd,16-24,Natives,2011,Females,191
Langanesbyggd,16-24,Natives,2011,Males,228
Langanesbyggd,16-24,Natives,2021,Females,153
Langanesbyggd,16-24,Natives,2021,Males,182
Langanesbyggd,25-34,Immigrants,2011,Females,68
Langanesbyggd,25-34,Immigrants,2011,Males,61
Langanesbyggd,25-34,Immigrants,2021,Females,82
Langanesbyggd,25-34,Immigrants,2021,Males,94
Langanesbyggd,25-34,Natives,2011,Females,138
Langanesbyggd,25-34,Natives,2011,Males,167
Langanesbyggd,25-34,Natives,2021,Females,150
Langanesbyggd,25-34,Natives,2021,Males,162
Langanesbyggd,35-44,Immigrants,2011,Females,52
Langanesbyggd,35-44,Immigrants,2011,Males,28
Langanesbyggd,35-44,Immigrants,2021,Females,76
